system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,.geo
000000000000000005e6_0,2571,1501,685,956,978,1489,2178,2359,2540,2753,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005e8_0,2738,1354,1186,1358,1024,1647,3002,3252,3348,3509,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005e9_0,1452,622,278,473,250,842,2495,2877,3174,3180,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005eb_0,1859,1022,164,452,399,953,1753,1961,2102,2144,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ed_0,2575,1353,265,600,827,1437,2069,2364,2570,2863,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ee_0,1931,1000,242,455,340,778,2441,2939,3076,3175,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f3_0,2099,1737,492,709,922,1055,1137,1202,1306,1311,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f5_0,2497,1446,443,681,735,1393,2402,2786,3240,3217,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f8_0,644,584,237,243,269,272,321,313,347,319,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fa_0,1831,906,251,412,366,904,1567,1774,1912,1976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ff_0,3268,2669,1242,1338,1538,1743,1997,2124,2316,2357,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000604_0,2788,1820,554,746,805,1171,1755,1939,2138,2350,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000605_0,1516,854,232,372,300,717,1508,1655,1786,1867,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060d_0,2285,1212,448,568,434,912,2017,2283,2626,2625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060f_0,2520,1300,395,635,622,1338,2608,2980,3304,3394,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000611_0,2608,2365,646,843,988,1142,1224,1238,1192,1278,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000613_0,208,193,9288,9528,9496,9726,9077,8364,8024,7532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000614_0,2736,2133,667,776,905,1034,1243,1312,1446,1519,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000615_0,2098,1131,573,703,572,1105,2155,2460,2364,2673,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061a_0,1497,826,224,409,484,1010,1611,1729,1960,1887,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061c_0,2980,2408,933,1174,1208,1437,1618,1669,1730,1831,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061d_0,2523,2100,698,863,854,1781,2361,2484,2100,3018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000622_0,2322,1374,357,519,598,1037,1700,1933,2064,2190,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000624_0,2863,1654,528,633,753,1285,1852,2212,2564,2704,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000625_0,1651,836,321,559,600,1125,1640,1919,2186,2408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000627_0,1945,1031,564,720,576,1108,2070,2249,2376,2453,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000629_0,1909,961,241,469,300,859,2100,2349,2558,2568,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062a_0,2351,1227,434,786,593,1355,3050,3547,3880,3869,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062f_0,1959,1059,328,478,400,912,1945,2236,2138,2391,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000631_0,641,564,267,234,245,273,308,332,319,336,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000632_0,1625,757,417,570,416,783,1689,1937,2604,2287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000637_0,3017,1794,539,709,708,1198,2072,2389,2590,2727,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063a_0,2246,1199,415,686,689,1289,2008,2405,2666,2828,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063b_0,2445,2241,462,551,664,736,775,818,874,923,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063c_0,2373,1249,437,670,528,1206,2443,2705,2774,2983,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063e_0,3199,1747,352,626,766,1396,2147,2568,2994,3242,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063f_0,2306,1280,279,486,652,1235,1941,2150,2501,2486,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000640_0,2562,1999,509,592,639,908,1222,1340,1394,1487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000641_0,2016,1090,1,1,1,265,952,1251,1754,1797,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000643_0,2746,1569,455,672,683,1240,2186,2494,2724,2795,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000644_0,1975,1055,250,445,357,829,1803,2061,2032,2262,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000646_0,2530,1440,333,584,597,1184,2162,2429,2564,2748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000647_0,2331,1357,305,621,713,1294,1808,2104,2388,2584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000648_0,2929,2114,648,759,847,1216,1498,1586,1772,1823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000649_0,2001,1066,346,538,378,884,1935,2119,2282,2294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000064c_0,2688,1681,457,650,774,1141,1442,1643,1804,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000064e_0,1335,879,298,542,423,899,1798,1972,2090,2154,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000650_0,3074,1948,454,567,753,956,1224,1421,1594,1723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000651_0,3008,1929,778,945,1002,1374,2010,2143,2326,2465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000653_0,162,131,5893,5863,5745,6020,5885,5603,5465,5156,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000656_0,1652,956,308,510,379,847,1663,1689,1960,1936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000657_0,1596,865,302,510,578,1343,2150,2503,2636,2921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000659_0,2321,1303,343,542,545,1006,1741,1964,2032,2193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000065b_0,2236,1183,384,605,624,1229,2520,2950,2976,3244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000065e_0,2305,1217,429,722,574,1307,2357,2602,2674,2847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000661_0,2475,1420,515,840,750,1489,2677,2795,3438,3251,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000663_0,2571,1363,366,609,637,1253,2458,2725,2866,3162,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000666_0,1738,922,188,397,322,791,1691,1864,1996,2058,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000668_0,1949,916,121,387,267,900,2340,2603,2775,2879,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066b_0,2305,1366,352,597,666,1042,1748,1920,2182,2207,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066c_0,232,167,6740,6960,6644,5831,5838,5323,5500,4681,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066d_0,2759,1639,569,838,852,1405,2292,2575,2814,2927,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000671_0,2181,1097,398,774,668,1598,2995,3504,4026,3876,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000673_0,1413,1108,592,604,569,780,1203,1252,1254,1329,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000675_0,1938,946,289,492,352,1071,2189,2473,2610,2728,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000676_0,2283,1292,705,1044,993,1759,2666,2933,3062,3155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000679_0,933,490,232,355,258,536,1113,1310,1544,1493,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067b_0,2269,1270,369,541,533,968,1829,2047,2212,2291,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067d_0,2590,1624,502,674,656,1348,2274,2496,3210,2767,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067f_0,2838,1703,134,488,772,1361,1561,1891,2036,2393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000680_0,1806,890,330,525,373,851,2000,2228,2396,2487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000682_0,1798,1009,273,412,568,1042,1624,1828,1884,2076,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000683_0,1114,824,3378,3254,3176,2833,3103,2979,3134,2933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000685_0,2639,1585,455,581,867,1492,2092,2410,2768,2662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000687_0,1475,980,373,516,774,868,1134,1302,1732,1670,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000688_0,951,834,506,636,653,712,684,728,745,731,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068f_0,1385,816,249,417,427,827,1339,1514,1914,1736,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000694_0,2604,2077,285,422,514,690,952,1060,1166,1244,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000695_0,3156,1745,773,1018,999,1548,2507,2811,3054,3252,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000698_0,1314,603,226,439,254,675,1942,2276,2386,2439,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000699_0,2944,1848,503,731,775,1339,2097,2323,2414,2635,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069a_0,945,919,7948,7828,7772,7669,7536,7064,7452,6930,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069c_0,2237,1567,400,565,597,964,1389,1603,1756,1831,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069d_0,1752,935,180,384,442,936,1483,1635,1894,1891,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069f_0,2791,2701,1872,2050,2150,2332,2352,2378,2270,2480,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a0_0,2416,1718,441,653,800,1168,1466,1631,1946,1932,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a1_0,2606,2103,708,824,980,973,1084,1113,1366,1252,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a2_0,2233,1172,305,536,422,902,2052,2300,2490,2488,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a4_0,1841,968,347,493,401,879,1688,1884,2032,2140,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a5_0,2042,1296,601,727,744,1015,1614,1806,1856,1911,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a9_0,2448,2011,331,444,526,619,745,829,1044,1038,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006aa_0,2315,1272,645,885,803,1367,2181,2366,2510,2561,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ac_0,1934,1084,368,590,529,999,1712,1867,1998,2094,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ad_0,790,408,308,476,251,526,1382,1662,2554,1651,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b0_0,1352,614,221,484,284,803,2437,2799,2880,3076,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b4_0,1902,872,190,470,222,855,2662,3139,3516,3438,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b5_0,2264,1231,361,628,582,1302,2021,2433,2534,2635,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b7_0,2368,1299,502,711,634,1192,2362,2661,2854,3013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b9_0,1168,612,176,363,203,620,1602,1831,2054,1944,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ba_0,2906,1597,393,691,598,1314,2890,3308,3826,3808,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bc_0,3004,2750,835,1010,1126,1286,1296,1315,1348,1477,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bf_0,1718,796,376,593,376,888,2324,2602,2536,2794,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c2_0,2330,1478,293,440,492,1056,1518,1785,1850,2104,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c4_0,2204,1119,429,610,484,971,2113,2365,2442,2623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c6_0,1357,868,1232,1586,1896,1968,2357,2586,3054,2939,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c7_0,2049,988,374,591,397,999,2487,2825,2770,3059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ce_0,1672,857,267,420,272,748,1917,2213,2198,2356,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cf_0,1591,797,253,482,329,839,1860,2049,2276,2304,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d3_0,2685,1378,313,551,535,1134,2163,2419,2654,2797,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d6_0,1228,567,192,308,324,828,1432,1649,1888,1942,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d7_0,2052,982,271,532,344,932,2499,2883,3190,3186,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006de_0,2070,1093,474,680,666,1244,2235,2547,2766,2843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e0_0,2615,2105,507,641,719,847,948,1013,1216,1168,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e1_0,795,743,1478,1500,1760,1848,1833,1949,2106,1961,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e4_0,1993,1081,343,534,456,1078,1826,2095,2296,2477,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e6_0,1560,799,211,415,283,718,1819,2061,2204,2281,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e7_0,904,414,181,339,191,527,1433,1634,2240,1961,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e9_0,2392,1415,358,585,572,1095,1815,2031,2270,2353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ec_0,1587,939,150,234,401,773,1189,1388,1792,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ee_0,1769,934,439,584,403,907,1855,2040,2076,2218,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f0_0,1128,712,237,288,304,477,651,756,772,931,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f6_0,2031,1040,154,308,668,1120,1519,1738,2152,2118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f9_0,1729,869,312,560,594,1000,1859,2148,2736,2401,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fa_0,2798,1828,114,351,460,913,1308,1557,1588,1927,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fb_0,1614,959,266,408,438,902,1436,1566,1522,1767,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fd_0,1551,827,482,641,507,906,1578,1767,1884,1930,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000700_0,3041,1608,622,988,1028,1872,3472,3908,4368,4450,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000701_0,1982,849,238,495,258,871,3028,3504,3520,3779,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000702_0,2577,1739,526,648,771,1028,1287,1387,1576,1647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000703_0,2094,1130,552,705,599,1217,1995,2187,2134,2336,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000706_0,2156,1154,382,658,585,1324,2492,2837,3046,3155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000709_0,1754,864,126,385,272,883,2008,2358,2382,2553,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070a_0,2758,1510,481,674,571,1228,2311,2609,2820,2922,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070b_0,2202,1224,440,596,483,927,1869,2116,2236,2328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070e_0,1479,686,120,393,290,845,1878,2114,2290,2342,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000712_0,1724,1009,360,548,473,1006,1744,2008,2014,2164,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000713_0,2369,1245,507,780,590,1296,2527,2867,2774,3166,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000715_0,2771,1554,324,568,702,1356,2218,2531,2736,2987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000716_0,1550,729,74,315,365,957,2031,2375,2486,2817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000718_0,2377,1575,618,794,720,1399,2627,3005,3054,3172,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071a_0,1557,778,360,566,421,952,2152,2478,2588,2670,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071b_0,2166,1161,405,654,750,1317,2126,2347,2730,2692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071c_0,2393,2070,452,589,612,668,780,849,990,979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071e_0,1455,742,207,403,221,636,1806,2037,2344,2304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071f_0,1935,1043,312,525,385,870,2171,2362,2452,2564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000720_0,2297,1268,300,481,372,867,1973,2302,2570,2616,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000723_0,1371,760,253,512,426,793,1626,1788,1788,1880,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000724_0,1909,1124,148,413,512,824,1296,1537,1886,1669,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000725_0,2934,2412,885,958,970,1066,1128,1206,1256,1346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000727_0,1574,754,169,431,361,940,1971,2196,2226,2458,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000728_0,2119,1207,401,647,750,1409,2397,2648,3340,3098,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000729_0,1279,1426,13272,13656,14744,15109,15167,15204,14376,15240,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072d_0,2396,1306,428,662,623,1147,2001,2133,2344,2402,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072f_0,2431,1271,323,596,494,1116,2504,2827,3040,3188,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000730_0,2215,1090,412,627,507,1012,2509,2840,3032,3118,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000731_0,854,481,308,434,565,965,1107,1339,1616,1668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000732_0,2064,1097,688,842,725,1092,2167,2423,2266,2576,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000734_0,1299,703,269,386,374,865,1512,1693,1936,1892,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000735_0,1737,1389,463,555,628,683,827,916,1126,1040,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000737_0,2921,1648,443,717,960,1452,1938,2237,2552,2745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073a_0,2104,1567,519,601,615,937,1472,1560,1548,1850,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073c_0,2450,1875,505,612,769,979,1199,1307,1422,1498,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073d_0,1890,941,331,620,377,1001,2505,2879,2876,3153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073f_0,2333,1374,1,12,473,861,1171,1440,1716,1869,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000741_0,2262,1509,478,637,656,1085,1733,1950,1996,2154,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000742_0,2248,1956,953,1204,1428,1647,1787,1870,1838,1913,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000744_0,2746,1494,460,678,826,1375,2218,2474,2818,2882,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000745_0,1698,799,248,587,367,1156,2728,3155,3576,3562,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000749_0,1818,1088,370,532,586,948,1683,1812,2054,2082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000074c_0,3821,2150,650,778,1124,1837,2619,3055,3542,3677,"{""type"":""MultiPoint"",""coordinates"":[]}"
